,pelicula,fecha_estreno,tipo_estreno,duracion,genero,director,calf_medios,calf_usuarios,calf_sensacine,nacionalidad,distribuidora,fecha_produccion,presupuesto,idioma
313,"

Raging Bull
","
20 de marzo de 1981
","
en cines
",2h 09min,Biopic,Martin Scorsese,"4,6","4,4",, EE.UU., Lost & Found ,1980,18 000 000 USD,Inglés
314,"

Raging Bull
","
20 de marzo de 1981
","
en cines
",2h 09min,Drama,Martin Scorsese,"4,6","4,4",, EE.UU., Lost & Found ,1980,18 000 000 USD,Inglés
315,"

Raging Bull
","
20 de marzo de 1981
","
en cines
",2h 09min,Evento deportivo,Martin Scorsese,"4,6","4,4",, EE.UU., Lost & Found ,1980,18 000 000 USD,Inglés
316,"

Leonardo DiCaprio,
Kate Winslet,
Billy Zane
","
9 de enero de 1998
","
en cines
",3h 14min,Drama,James Cameron,"4,3","4,4","2,5", EE.UU., Twentieth Century Studios España ,1997,200 000 000 USD,Inglés
317,"

Leonardo DiCaprio,
Kate Winslet,
Billy Zane
","
9 de enero de 1998
","
en cines
",3h 14min,Romántico,James Cameron,"4,3","4,4","2,5", EE.UU., Twentieth Century Studios España ,1997,200 000 000 USD,Inglés
318,"

A Clockwork Orange
","
16 de junio de 1975
","
en cines
",2h 16min,Drama,Stanley Kubrick,"3,7","4,3",, Gran Bretaña, Warner Bros Pictures España ,1971,2 200 000 USD,Inglés
319,"

A Clockwork Orange
","
16 de junio de 1975
","
en cines
",2h 16min,Ciencia ficción,Stanley Kubrick,"3,7","4,3",, Gran Bretaña, Warner Bros Pictures España ,1971,2 200 000 USD,Inglés
320,"

A Dog's Purpose
","
6 de octubre de 2017
","
en cines
",1h 41min,Comedia dramática,Lasse Hallström,"2,3","4,3","4,0", EE.UU., Tripictures ,2017,-,-
321,"

A Dog's Purpose
","
6 de octubre de 2017
","
en cines
",1h 41min,Familia,Lasse Hallström,"2,3","4,3","4,0", EE.UU., Tripictures ,2017,-,-
322,"

The Sting
","
14 de abril de 1974
","
en cines
",2h 09min,Comedia,George Roy Hill,"4,4","4,3",, EE.UU.,,1973,5 500 000 USD,-
323,"

The Sting
","
14 de abril de 1974
","
en cines
",2h 09min,Crimen,George Roy Hill,"4,4","4,3",, EE.UU.,,1973,5 500 000 USD,-
324,"

Dead Poets Society
","
24 de noviembre de 1989
","
en cines
",2h 08min,Comedia,Peter Weir,"4,0","4,3","2,0", EE.UU., Warner Bros Pictures España ,1989,16 400 000 USD,-
325,"

Dead Poets Society
","
24 de noviembre de 1989
","
en cines
",2h 08min,Comedia dramática,Peter Weir,"4,0","4,3","2,0", EE.UU., Warner Bros Pictures España ,1989,16 400 000 USD,-
326,"

Dead Poets Society
","
24 de noviembre de 1989
","
en cines
",2h 08min,Drama,Peter Weir,"4,0","4,3","2,0", EE.UU., Warner Bros Pictures España ,1989,16 400 000 USD,-
327,"

Unforgiven
","
25 de septiembre de 1992
","
en cines
",2h 11min,Drama,Clint Eastwood,"4,2","4,3","4,5", EE.UU., Warner Bros Pictures España ,1992,14 400 000 USD,-
328,"

Unforgiven
","
25 de septiembre de 1992
","
en cines
",2h 11min,Western,Clint Eastwood,"4,2","4,3","4,5", EE.UU., Warner Bros Pictures España ,1992,14 400 000 USD,-
329,"

Pirates of the Caribbean: The Curse of the Black Pearl
","
12 de agosto de 2003
","
en cines
",2h 23min,Acción,Gore Verbinski,"4,2","4,3","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,2003,-,-
330,"

Pirates of the Caribbean: The Curse of the Black Pearl
","
12 de agosto de 2003
","
en cines
",2h 23min,Aventura,Gore Verbinski,"4,2","4,3","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,2003,-,-
331,"

Pirates of the Caribbean: The Curse of the Black Pearl
","
12 de agosto de 2003
","
en cines
",2h 23min,Fantasía,Gore Verbinski,"4,2","4,3","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,2003,-,-
332,"

Men of Honor
","
20 de abril de 2001
","
en cines
",2h 09min,Biopic,George Tillman Jr.,"3,5","4,3","2,0", EE.UU., Twentieth Century Studios España ,2000,32 000 000 USD,-
333,"

Men of Honor
","
20 de abril de 2001
","
en cines
",2h 09min,Drama,George Tillman Jr.,"3,5","4,3","2,0", EE.UU., Twentieth Century Studios España ,2000,32 000 000 USD,-
334,"

Citizen Kane
","
21 de febrero de 1966
","
en cines
",1h 59min,Drama,Orson Welles,"5,0","4,3",, EE.UU.,,1941,686 033 USD,-
335,"

Harry Potter and the Goblet of Fire
","
25 de noviembre de 2005
","
en cines
",2h 37min,Fantasía,Mike Newell,"4,2","4,3","3,0", EE.UU., Warner Bros Pictures España ,2005,150 000 000 USD,-
336,"

Vertigo
","
22 de julio de 1958
","
en cines
",2h 09min,Drama,Alfred Hitchcock,"4,8","4,3",, EE.UU.,,1958,2 479 000 USD,-
337,"

Vertigo
","
22 de julio de 1958
","
en cines
",2h 09min,Suspense,Alfred Hitchcock,"4,8","4,3",, EE.UU.,,1958,2 479 000 USD,-
338,"

Tonari no Totoro
","
30 de octubre de 2009
","
en cines
",1h 27min,Animación,Hayao Miyazaki,"4,4","4,3","4,0", Japón, Vértigo Films España ,1988,-,Japonés
339,"

George MacKay,
Dean-Charles Chapman,
Mark Strong
","
10 de enero de 2020
","
en cines
",1h 59min,Drama,Sam Mendes,"4,2","4,3","4,5", Gran Bretaña, Entertainment One Films Spain ,2019,-,-
340,"

George MacKay,
Dean-Charles Chapman,
Mark Strong
","
10 de enero de 2020
","
en cines
",1h 59min,Guerra,Sam Mendes,"4,2","4,3","4,5", Gran Bretaña, Entertainment One Films Spain ,2019,-,-
341,"

Ice Age
","
12 de julio de 2002
","
en cines
",1h 21min,Animación,Chris Wedge,,"4,3","3,0", EE.UU., Twentieth Century Studios España ,2002,60 000 000 USD,-
342,"

Ice Age
","
12 de julio de 2002
","
en cines
",1h 21min,Animación,Carlos Saldanha,,"4,3","3,0", EE.UU., Twentieth Century Studios España ,2002,60 000 000 USD,-
343,"

Ice Age
","
12 de julio de 2002
","
en cines
",1h 21min,Comedia,Chris Wedge,,"4,3","3,0", EE.UU., Twentieth Century Studios España ,2002,60 000 000 USD,-
344,"

Ice Age
","
12 de julio de 2002
","
en cines
",1h 21min,Comedia,Carlos Saldanha,,"4,3","3,0", EE.UU., Twentieth Century Studios España ,2002,60 000 000 USD,-
345,"

Modern Times
","
29 de agosto de 2003
","
en cines
",1h 27min,Comedia,Charles Chaplin,"4,6","4,3","5,0", EE.UU., Manga Films S.L. ,1936,1 500 000 USD,-
346,"

Modern Times
","
29 de agosto de 2003
","
en cines
",1h 27min,Comedia dramática,Charles Chaplin,"4,6","4,3","5,0", EE.UU., Manga Films S.L. ,1936,1 500 000 USD,-
347,"

Modern Times
","
29 de agosto de 2003
","
en cines
",1h 27min,Drama,Charles Chaplin,"4,6","4,3","5,0", EE.UU., Manga Films S.L. ,1936,1 500 000 USD,-
348,"

Modern Times
","
29 de agosto de 2003
","
en cines
",1h 27min,Romántico,Charles Chaplin,"4,6","4,3","5,0", EE.UU., Manga Films S.L. ,1936,1 500 000 USD,-
349,"

Ewan McGregor,
Albert Finney,
Jessica Lange
","
5 de marzo de 2004
","
en cines
",2h 05min,Comedia dramática,Tim Burton,"3,6","4,3","3,5", EE.UU., Columbia TriStar Films de Espana S.A. ,2003,70 000 000 USD,-
350,"

Ewan McGregor,
Albert Finney,
Jessica Lange
","
5 de marzo de 2004
","
en cines
",2h 05min,Fantasía,Tim Burton,"3,6","4,3","3,5", EE.UU., Columbia TriStar Films de Espana S.A. ,2003,70 000 000 USD,-
351,"

Lawrence of Arabia
","
1 de enero de 1965
","
en cines
",3h 36min,Aventura,David Lean,"4,5","4,3",, Gran Bretaña,,1962,15 000 000 USD,-
352,"

Lawrence of Arabia
","
1 de enero de 1965
","
en cines
",3h 36min,Biopic,David Lean,"4,5","4,3",, Gran Bretaña,,1962,15 000 000 USD,-
353,"

Cast Away
","
19 de enero de 2001
","
en cines
",2h 23min,Aventura,Robert Zemeckis,"4,3","4,3","3,5", EE.UU., Universal Pictures International Spain ,2000,90 000 000 USD,-
354,"

Cast Away
","
19 de enero de 2001
","
en cines
",2h 23min,Drama,Robert Zemeckis,"4,3","4,3","3,5", EE.UU., Universal Pictures International Spain ,2000,90 000 000 USD,-
355,"

The Incredibles
","
26 de noviembre de 2004
","
en cines
",2h 03min,Acción,Brad Bird,"4,3","4,3","5,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2004,92 000 000 USD,-
356,"

The Incredibles
","
26 de noviembre de 2004
","
en cines
",2h 03min,Aventura,Brad Bird,"4,3","4,3","5,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2004,92 000 000 USD,-
357,"

The Incredibles
","
26 de noviembre de 2004
","
en cines
",2h 03min,Animación,Brad Bird,"4,3","4,3","5,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2004,92 000 000 USD,-
358,"

The Incredibles
","
26 de noviembre de 2004
","
en cines
",2h 03min,Comedia,Brad Bird,"4,3","4,3","5,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2004,92 000 000 USD,-
359,"

The Incredibles
","
26 de noviembre de 2004
","
en cines
",2h 03min,Familia,Brad Bird,"4,3","4,3","5,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2004,92 000 000 USD,-
360,"

The Avengers
","
27 de abril de 2012
","
en cines
",2h 23min,Acción,Joss Whedon,"4,1","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2012,220 000 000 USD,-
361,"

The Avengers
","
27 de abril de 2012
","
en cines
",2h 23min,Aventura,Joss Whedon,"4,1","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2012,220 000 000 USD,-
362,"

The Avengers
","
27 de abril de 2012
","
en cines
",2h 23min,Ciencia ficción,Joss Whedon,"4,1","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2012,220 000 000 USD,-
363,"

Hugh Jackman,
Patrick Stewart,
Dafne Keen
","
3 de marzo de 2017
","
en cines
",2h 17min,Acción,James Mangold,"3,5","4,3","4,0", EE.UU., Twentieth Century Studios España ,2017,127 000 000 USD,-
364,"

Hugh Jackman,
Patrick Stewart,
Dafne Keen
","
3 de marzo de 2017
","
en cines
",2h 17min,Ciencia ficción,James Mangold,"3,5","4,3","4,0", EE.UU., Twentieth Century Studios España ,2017,127 000 000 USD,-
365,"

Home Alone
","
21 de diciembre de 1990
","
en cines
",1h 43min,Aventura,Chris Columbus,"3,2","4,3","4,0", EE.UU., Twentieth Century Studios España ,1990,15 000 000 USD,-
366,"

Home Alone
","
21 de diciembre de 1990
","
en cines
",1h 43min,Comedia,Chris Columbus,"3,2","4,3","4,0", EE.UU., Twentieth Century Studios España ,1990,15 000 000 USD,-
367,"

The Untouchables
","
2 de octubre de 1987
","
en cines
",1h 59min,Crimen,Brian De Palma,"4,0","4,3",, EE.UU., Universal Pictures International Spain ,1987,25 000 000 USD,-
368,"

Scott Adsit,
Ryan Potter,
Daniel Henney
","
19 de diciembre de 2014
","
en cines
",1h 42min,Acción,Don Hall,"3,9","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2014,165 000 000 USD,-
369,"

Scott Adsit,
Ryan Potter,
Daniel Henney
","
19 de diciembre de 2014
","
en cines
",1h 42min,Acción,Chris Williams (II),"3,9","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2014,165 000 000 USD,-
370,"

Scott Adsit,
Ryan Potter,
Daniel Henney
","
19 de diciembre de 2014
","
en cines
",1h 42min,Aventura,Don Hall,"3,9","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2014,165 000 000 USD,-
371,"

Scott Adsit,
Ryan Potter,
Daniel Henney
","
19 de diciembre de 2014
","
en cines
",1h 42min,Aventura,Chris Williams (II),"3,9","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2014,165 000 000 USD,-
372,"

Scott Adsit,
Ryan Potter,
Daniel Henney
","
19 de diciembre de 2014
","
en cines
",1h 42min,Animación,Don Hall,"3,9","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2014,165 000 000 USD,-
373,"

Scott Adsit,
Ryan Potter,
Daniel Henney
","
19 de diciembre de 2014
","
en cines
",1h 42min,Animación,Chris Williams (II),"3,9","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2014,165 000 000 USD,-
374,"

Scott Adsit,
Ryan Potter,
Daniel Henney
","
19 de diciembre de 2014
","
en cines
",1h 42min,Comedia,Don Hall,"3,9","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2014,165 000 000 USD,-
375,"

Scott Adsit,
Ryan Potter,
Daniel Henney
","
19 de diciembre de 2014
","
en cines
",1h 42min,Comedia,Chris Williams (II),"3,9","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2014,165 000 000 USD,-
376,"

Scott Adsit,
Ryan Potter,
Daniel Henney
","
19 de diciembre de 2014
","
en cines
",1h 42min,Familia,Don Hall,"3,9","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2014,165 000 000 USD,-
377,"

Scott Adsit,
Ryan Potter,
Daniel Henney
","
19 de diciembre de 2014
","
en cines
",1h 42min,Familia,Chris Williams (II),"3,9","4,3","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2014,165 000 000 USD,-
378,"

John Wick: Chapter 3 - Parabellum
","
31 de mayo de 2019
","
en cines
",2h 12min,Acción,Chad Stahelski,"4,0","4,3","3,5", EE.UU., Entertainment One Films Spain ,2019,-,-
379,"

Christian Bale,
Michael Caine,
Liam Neeson
","
17 de junio de 2005
","
en cines
",2h 20min,Acción,Christopher Nolan,"4,8","4,3","3,0", EE.UU., Warner Bros Pictures España ,2005,150 000 000 USD,-
380,"

Christian Bale,
Michael Caine,
Liam Neeson
","
17 de junio de 2005
","
en cines
",2h 20min,Suspense,Christopher Nolan,"4,8","4,3","3,0", EE.UU., Warner Bros Pictures España ,2005,150 000 000 USD,-
381,"

Indiana Jones and the Temple of Doom
","
5 de octubre de 1984
","
en cines
",1h 58min,Acción,Steven Spielberg,,"4,3",, EE.UU., Paramount Pictures Spain ,1984,28 000 000 USD,Inglés
382,"

Indiana Jones and the Temple of Doom
","
5 de octubre de 1984
","
en cines
",1h 58min,Aventura,Steven Spielberg,,"4,3",, EE.UU., Paramount Pictures Spain ,1984,28 000 000 USD,Inglés
383,"

Snatch
","
3 de noviembre de 2000
","
en cines
",1h 43min,Comedia,Guy Ritchie,"3,1","4,3","3,5", Gran Bretaña, Sony Pictures Releasing de España ,2000,10 000 000 USD,-
384,"

Snatch
","
3 de noviembre de 2000
","
en cines
",1h 43min,Crimen,Guy Ritchie,"3,1","4,3","3,5", Gran Bretaña, Sony Pictures Releasing de España ,2000,10 000 000 USD,-
385,"

Raiders of the Lost Ark
","
9 de octubre de 1981
","
en cines
",1h 56min,Acción,Steven Spielberg,"4,7","4,3",, EE.UU., Paramount Pictures Spain ,1981,22 000 000 USD,Inglés
386,"

Raiders of the Lost Ark
","
9 de octubre de 1981
","
en cines
",1h 56min,Aventura,Steven Spielberg,"4,7","4,3",, EE.UU., Paramount Pictures Spain ,1981,22 000 000 USD,Inglés
387,"

The Matrix
","
25 de junio de 1999
","
en cines
",2h 15min,Acción,Lana Wachowski,"3,7","4,3",, EE.UU., Warner Bros Pictures España ,1999,63 000 000 USD,-
388,"

The Matrix
","
25 de junio de 1999
","
en cines
",2h 15min,Acción,Lilly Wachowski,"3,7","4,3",, EE.UU., Warner Bros Pictures España ,1999,63 000 000 USD,-
389,"

The Matrix
","
25 de junio de 1999
","
en cines
",2h 15min,Ciencia ficción,Lana Wachowski,"3,7","4,3",, EE.UU., Warner Bros Pictures España ,1999,63 000 000 USD,-
390,"

The Matrix
","
25 de junio de 1999
","
en cines
",2h 15min,Ciencia ficción,Lilly Wachowski,"3,7","4,3",, EE.UU., Warner Bros Pictures España ,1999,63 000 000 USD,-
391,"

The Notebook
","
22 de octubre de 2004
","
en cines
",2h 01min,Drama,Nick Cassavetes,"2,9","4,3","3,5", EE.UU., Tripictures ,2004,30 000 000 USD,-
392,"

The Notebook
","
22 de octubre de 2004
","
en cines
",2h 01min,Romántico,Nick Cassavetes,"2,9","4,3","3,5", EE.UU., Tripictures ,2004,30 000 000 USD,-
393,"

The Super Mario Bros. Movie
","
5 de abril de 2023
","
en cines
",1h 32min,Animación,Aaron Horvath,,"4,3","3,5", EE.UU., Universal Pictures International Spain ,2023,-,-
394,"

The Super Mario Bros. Movie
","
5 de abril de 2023
","
en cines
",1h 32min,Animación,Michael Jelenic,,"4,3","3,5", EE.UU., Universal Pictures International Spain ,2023,-,-
395,"

The Super Mario Bros. Movie
","
5 de abril de 2023
","
en cines
",1h 32min,Comedia,Aaron Horvath,,"4,3","3,5", EE.UU., Universal Pictures International Spain ,2023,-,-
396,"

The Super Mario Bros. Movie
","
5 de abril de 2023
","
en cines
",1h 32min,Comedia,Michael Jelenic,,"4,3","3,5", EE.UU., Universal Pictures International Spain ,2023,-,-
397,"

The Super Mario Bros. Movie
","
5 de abril de 2023
","
en cines
",1h 32min,Familia,Aaron Horvath,,"4,3","3,5", EE.UU., Universal Pictures International Spain ,2023,-,-
398,"

The Super Mario Bros. Movie
","
5 de abril de 2023
","
en cines
",1h 32min,Familia,Michael Jelenic,,"4,3","3,5", EE.UU., Universal Pictures International Spain ,2023,-,-
399,"

Corpse Bride
","
28 de octubre de 2005
","
en cines
",1h 17min,Animación,Mike Johnson,"4,4","4,3","3,5", EE.UU., Warner Bros Pictures España ,2004,40 000 000 USD,-
400,"

Corpse Bride
","
28 de octubre de 2005
","
en cines
",1h 17min,Animación,Tim Burton,"4,4","4,3","3,5", EE.UU., Warner Bros Pictures España ,2004,40 000 000 USD,-
401,"

Corpse Bride
","
28 de octubre de 2005
","
en cines
",1h 17min,Familia,Mike Johnson,"4,4","4,3","3,5", EE.UU., Warner Bros Pictures España ,2004,40 000 000 USD,-
402,"

Corpse Bride
","
28 de octubre de 2005
","
en cines
",1h 17min,Familia,Tim Burton,"4,4","4,3","3,5", EE.UU., Warner Bros Pictures España ,2004,40 000 000 USD,-
403,"

Corpse Bride
","
28 de octubre de 2005
","
en cines
",1h 17min,Fantasía,Mike Johnson,"4,4","4,3","3,5", EE.UU., Warner Bros Pictures España ,2004,40 000 000 USD,-
404,"

Corpse Bride
","
28 de octubre de 2005
","
en cines
",1h 17min,Fantasía,Tim Burton,"4,4","4,3","3,5", EE.UU., Warner Bros Pictures España ,2004,40 000 000 USD,-
405,"

Corpse Bride
","
28 de octubre de 2005
","
en cines
",1h 17min,Comedia musical,Mike Johnson,"4,4","4,3","3,5", EE.UU., Warner Bros Pictures España ,2004,40 000 000 USD,-
406,"

Corpse Bride
","
28 de octubre de 2005
","
en cines
",1h 17min,Comedia musical,Tim Burton,"4,4","4,3","3,5", EE.UU., Warner Bros Pictures España ,2004,40 000 000 USD,-
407,"

Corpse Bride
","
28 de octubre de 2005
","
en cines
",1h 17min,Romántico,Mike Johnson,"4,4","4,3","3,5", EE.UU., Warner Bros Pictures España ,2004,40 000 000 USD,-
408,"

Corpse Bride
","
28 de octubre de 2005
","
en cines
",1h 17min,Romántico,Tim Burton,"4,4","4,3","3,5", EE.UU., Warner Bros Pictures España ,2004,40 000 000 USD,-
409,"

Harry Potter and The Chamber of Secrets
","
29 de noviembre de 2002
","
en cines
",2h 38min,Fantasía,Chris Columbus,,"4,3",, EE.UU., Warner Bros Pictures España ,2002,100 000 000 USD,-
410,"

How to Train Your Dragon
","
26 de marzo de 2010
","
en cines
",1h 33min,Aventura,Chris Sanders,"3,4","4,3","4,0", EE.UU., Paramount Pictures Spain ,2010,165 000 000 USD,-
411,"

How to Train Your Dragon
","
26 de marzo de 2010
","
en cines
",1h 33min,Aventura,Dean DeBlois,"3,4","4,3","4,0", EE.UU., Paramount Pictures Spain ,2010,165 000 000 USD,-
412,"

How to Train Your Dragon
","
26 de marzo de 2010
","
en cines
",1h 33min,Animación,Chris Sanders,"3,4","4,3","4,0", EE.UU., Paramount Pictures Spain ,2010,165 000 000 USD,-
413,"

How to Train Your Dragon
","
26 de marzo de 2010
","
en cines
",1h 33min,Animación,Dean DeBlois,"3,4","4,3","4,0", EE.UU., Paramount Pictures Spain ,2010,165 000 000 USD,-
414,"

How to Train Your Dragon
","
26 de marzo de 2010
","
en cines
",1h 33min,Familia,Chris Sanders,"3,4","4,3","4,0", EE.UU., Paramount Pictures Spain ,2010,165 000 000 USD,-
415,"

How to Train Your Dragon
","
26 de marzo de 2010
","
en cines
",1h 33min,Familia,Dean DeBlois,"3,4","4,3","4,0", EE.UU., Paramount Pictures Spain ,2010,165 000 000 USD,-
416,"

John Wick: Chapter Two
","
21 de abril de 2017
","
en cines
",2h 03min,Acción,Chad Stahelski,"3,9","4,3","4,0", EE.UU., Entertainment One Films Spain ,2017,-,-
417,"

Hauru no ugoku shiro
","
3 de marzo de 2006
","
en cines
",1h 59min,Aventura,Hayao Miyazaki,,"4,3","4,0", Japón, Aurum ,2004,-,-
418,"

Hauru no ugoku shiro
","
3 de marzo de 2006
","
en cines
",1h 59min,Animación,Hayao Miyazaki,,"4,3","4,0", Japón, Aurum ,2004,-,-
419,"

Hauru no ugoku shiro
","
3 de marzo de 2006
","
en cines
",1h 59min,Fantasía,Hayao Miyazaki,,"4,3","4,0", Japón, Aurum ,2004,-,-
420,"

Ricardo Darín,
Soledad Villamil,
Pablo Rago
","
25 de septiembre de 2009
","
en cines
",2h 09min,Crimen,Juan José Campanella,"3,8","4,3","3,0", España, Alta Films ,2009,2 000 000 USD,-
421,"

Ricardo Darín,
Soledad Villamil,
Pablo Rago
","
25 de septiembre de 2009
","
en cines
",2h 09min,Drama,Juan José Campanella,"3,8","4,3","3,0", España, Alta Films ,2009,2 000 000 USD,-
422,"

Ricardo Darín,
Soledad Villamil,
Pablo Rago
","
25 de septiembre de 2009
","
en cines
",2h 09min,Romántico,Juan José Campanella,"3,8","4,3","3,0", España, Alta Films ,2009,2 000 000 USD,-
423,"

Ricardo Darín,
Soledad Villamil,
Pablo Rago
","
25 de septiembre de 2009
","
en cines
",2h 09min,Suspense,Juan José Campanella,"3,8","4,3","3,0", España, Alta Films ,2009,2 000 000 USD,-
424,"

Kevin Spacey,
Annette Bening,
Thora Birch
","
28 de enero de 2000
","
en cines
",2h 02min,Drama,Sam Mendes,"4,9","4,3","4,0", EE.UU., Universal Pictures International Spain ,1999,15 000 000 USD,-
425,"

The Great Escape
","
11 de noviembre de 1963
","
en cines
",2h 49min,Aventura,John Sturges,"5,0","4,3",, EE.UU.,,1963,4 000 000 USD,-
426,"

The Great Escape
","
11 de noviembre de 1963
","
en cines
",2h 49min,Drama,John Sturges,"5,0","4,3",, EE.UU.,,1963,4 000 000 USD,-
427,"

Harry Potter and the Order of the Phoenix
","
13 de julio de 2007
","
en cines
",2h 18min,Aventura,David Yates,"4,3","4,3","3,0", EE.UU., Warner Bros Pictures España ,2007,150 000 000 USD,-
428,"

Harry Potter and the Order of the Phoenix
","
13 de julio de 2007
","
en cines
",2h 18min,Drama,David Yates,"4,3","4,3","3,0", EE.UU., Warner Bros Pictures España ,2007,150 000 000 USD,-
429,"

Harry Potter and the Order of the Phoenix
","
13 de julio de 2007
","
en cines
",2h 18min,Familia,David Yates,"4,3","4,3","3,0", EE.UU., Warner Bros Pictures España ,2007,150 000 000 USD,-
430,"

Harry Potter and the Order of the Phoenix
","
13 de julio de 2007
","
en cines
",2h 18min,Fantasía,David Yates,"4,3","4,3","3,0", EE.UU., Warner Bros Pictures España ,2007,150 000 000 USD,-
431,"

Leonardo DiCaprio,
Mark Ruffalo,
Ben Kingsley
","
19 de febrero de 2010
","
en cines
",2h 17min,Suspense,Martin Scorsese,"2,2","4,3","4,0", EE.UU., Vértice Cine ,2010,80 000 000 USD,-
432,"

Le Nom de la Rose
","
19 de diciembre de 1986
","
en cines
",2h 12min,Aventura,Jean-Jacques Annaud,,"4,3",, Francia, Araba Films ,1986,20 000 000 USD,-
433,"

Le Nom de la Rose
","
19 de diciembre de 1986
","
en cines
",2h 12min,Crimen,Jean-Jacques Annaud,,"4,3",, Francia, Araba Films ,1986,20 000 000 USD,-
434,"

Le Nom de la Rose
","
19 de diciembre de 1986
","
en cines
",2h 12min,Drama,Jean-Jacques Annaud,,"4,3",, Francia, Araba Films ,1986,20 000 000 USD,-
435,"

Le Nom de la Rose
","
19 de diciembre de 1986
","
en cines
",2h 12min,Suspense,Jean-Jacques Annaud,,"4,3",, Francia, Araba Films ,1986,20 000 000 USD,-
436,"

Enzo Vogrincic Roldán,
Simón Hempe,
Matías Recalt
","
15 de diciembre de 2023
","
en cines
",2h 24min,Drama,Juan Antonio Bayona,"4,0","4,3","4,5", España, Tripictures ,2023,-,-
437,"

Enzo Vogrincic Roldán,
Simón Hempe,
Matías Recalt
","
15 de diciembre de 2023
","
en cines
",2h 24min,Suspense,Juan Antonio Bayona,"4,0","4,3","4,5", España, Tripictures ,2023,-,-
438,"

Paths of Glory
","
13 de octubre de 1986
","
en cines
",1h 28min,Drama,Stanley Kubrick,"4,3","4,3",, EE.UU.,,1957,935 000 USD,-
439,"

Paths of Glory
","
13 de octubre de 1986
","
en cines
",1h 28min,Guerra,Stanley Kubrick,"4,3","4,3",, EE.UU.,,1957,935 000 USD,-
440,"

Zack Snyder's Justice League
",Acción,"
a VOD
","VOD

|
4",Aventura,Zack Snyder,,"4,3",, EE.UU., HBO Max España ,2021,-,-
441,"

Zack Snyder's Justice League
",Acción,"
a VOD
","VOD

|
4",Fantasía,Zack Snyder,,"4,3",, EE.UU., HBO Max España ,2021,-,-
442,"

Five Feet Apart
","
13 de septiembre de 2019
","
en cines
",1h 57min,Drama,Justin Baldoni,"2,7","4,3",, EE.UU., Universal Pictures International Spain ,2019,-,-
443,"

Five Feet Apart
","
13 de septiembre de 2019
","
en cines
",1h 57min,Romántico,Justin Baldoni,"2,7","4,3",, EE.UU., Universal Pictures International Spain ,2019,-,-
444,"

Bram Stoker's Dracula
","
15 de enero de 1993
","
en cines
",2h 08min,Drama,Francis Ford Coppola,"3,8","4,3","3,5", EE.UU., Sony Pictures Releasing de España ,1992,-,-
445,"

Bram Stoker's Dracula
","
15 de enero de 1993
","
en cines
",2h 08min,Terror,Francis Ford Coppola,"3,8","4,3","3,5", EE.UU., Sony Pictures Releasing de España ,1992,-,-
446,"

Bram Stoker's Dracula
","
15 de enero de 1993
","
en cines
",2h 08min,Romántico,Francis Ford Coppola,"3,8","4,3","3,5", EE.UU., Sony Pictures Releasing de España ,1992,-,-
447,"

How To Train Your Dragon: The Hidden World
","
22 de febrero de 2019
","
en cines
",1h 44min,Aventura,Dean DeBlois,"3,7","4,3","3,0", EE.UU., Universal Pictures International Spain ,2019,-,-
448,"

How To Train Your Dragon: The Hidden World
","
22 de febrero de 2019
","
en cines
",1h 44min,Animación,Dean DeBlois,"3,7","4,3","3,0", EE.UU., Universal Pictures International Spain ,2019,-,-
449,"

How To Train Your Dragon: The Hidden World
","
22 de febrero de 2019
","
en cines
",1h 44min,Familia,Dean DeBlois,"3,7","4,3","3,0", EE.UU., Universal Pictures International Spain ,2019,-,-
450,"

Tom Cruise,
Miles Teller,
Jennifer Connelly
","
26 de mayo de 2022
","
en cines
",2h 11min,Acción,Joseph Kosinski,"4,1","4,3","3,0", EE.UU., Paramount Pictures Spain ,2022,-,-
451,"

Fight Club
","
5 de noviembre de 1999
","
en cines
",2h 19min,Drama,David Fincher,"3,9","4,3","4,0", Alemania, Twentieth Century Studios España ,1999,63 000 000 USD,-
