pelicula,fecha_estreno,tipo_estreno,duracion,genero,director,calf_medios,calf_usuarios,calf_sensacine,nacionalidad,distribuidora,fecha_produccion,presupuesto,idioma
The Notebook,2004-10-22,Cines,2h 01min,Drama,Nick Cassavetes,2.9,4.3,3.5, EE.UU., Tripictures ,2004-01-01,30000000,Inglés
The Notebook,2004-10-22,Cines,2h 01min,Romántico,Nick Cassavetes,2.9,4.3,3.5, EE.UU., Tripictures ,2004-01-01,30000000,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Animación,Aaron Horvath,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Animación,Michael Jelenic,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Comedia,Aaron Horvath,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Comedia,Michael Jelenic,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Familia,Aaron Horvath,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Familia,Michael Jelenic,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Animación,Mike Johnson,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Animación,Tim Burton,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Familia,Mike Johnson,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Familia,Tim Burton,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Fantasía,Mike Johnson,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Fantasía,Tim Burton,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Comedia musical,Mike Johnson,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Comedia musical,Tim Burton,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Romántico,Mike Johnson,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Romántico,Tim Burton,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Harry Potter and The Chamber of Secrets,2002-11-29,Cines,2h 38min,Fantasía,Chris Columbus,,4.3,, EE.UU., Warner Bros Pictures España ,2002-01-01,100000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Aventura,Chris Sanders,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Aventura,Dean DeBlois,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Animación,Chris Sanders,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Animación,Dean DeBlois,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Familia,Chris Sanders,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Familia,Dean DeBlois,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
John Wick: Chapter Two,2017-04-21,Cines,2h 03min,Acción,Chad Stahelski,3.9,4.3,4.0, EE.UU., Entertainment One Films Spain ,2017-01-01,0,Inglés
Hauru no ugoku shiro,2006-03-03,Cines,1h 59min,Aventura,Hayao Miyazaki,,4.3,4.0, Japón, Aurum ,2004-01-01,0,Inglés
Hauru no ugoku shiro,2006-03-03,Cines,1h 59min,Animación,Hayao Miyazaki,,4.3,4.0, Japón, Aurum ,2004-01-01,0,Inglés
Hauru no ugoku shiro,2006-03-03,Cines,1h 59min,Fantasía,Hayao Miyazaki,,4.3,4.0, Japón, Aurum ,2004-01-01,0,Inglés
El Secreto de Sus Ojos,2009-09-25,Cines,2h 09min,Crimen,Juan José Campanella,3.8,4.3,3.0, España, Alta Films ,2009-01-01,2000000,Inglés
El Secreto de Sus Ojos,2009-09-25,Cines,2h 09min,Drama,Juan José Campanella,3.8,4.3,3.0, España, Alta Films ,2009-01-01,2000000,Inglés
El Secreto de Sus Ojos,2009-09-25,Cines,2h 09min,Romántico,Juan José Campanella,3.8,4.3,3.0, España, Alta Films ,2009-01-01,2000000,Inglés
El Secreto de Sus Ojos,2009-09-25,Cines,2h 09min,Suspense,Juan José Campanella,3.8,4.3,3.0, España, Alta Films ,2009-01-01,2000000,Inglés
American Beauty,2000-01-28,Cines,2h 02min,Drama,Sam Mendes,4.9,4.3,4.0, EE.UU., Universal Pictures International Spain ,1999-01-01,15000000,Inglés
The Great Escape,1963-11-11,Cines,2h 49min,Aventura,John Sturges,5.0,4.3,, EE.UU.,,1963-01-01,4000000,Inglés
The Great Escape,1963-11-11,Cines,2h 49min,Drama,John Sturges,5.0,4.3,, EE.UU.,,1963-01-01,4000000,Inglés
Harry Potter and the Order of the Phoenix,2007-07-13,Cines,2h 18min,Aventura,David Yates,4.3,4.3,3.0, EE.UU., Warner Bros Pictures España ,2007-01-01,150000000,Inglés
Harry Potter and the Order of the Phoenix,2007-07-13,Cines,2h 18min,Drama,David Yates,4.3,4.3,3.0, EE.UU., Warner Bros Pictures España ,2007-01-01,150000000,Inglés
Harry Potter and the Order of the Phoenix,2007-07-13,Cines,2h 18min,Familia,David Yates,4.3,4.3,3.0, EE.UU., Warner Bros Pictures España ,2007-01-01,150000000,Inglés
Harry Potter and the Order of the Phoenix,2007-07-13,Cines,2h 18min,Fantasía,David Yates,4.3,4.3,3.0, EE.UU., Warner Bros Pictures España ,2007-01-01,150000000,Inglés
Shutter Island,2010-02-19,Cines,2h 17min,Suspense,Martin Scorsese,2.2,4.3,4.0, EE.UU., Vértice Cine ,2010-01-01,80000000,Inglés
Le Nom de la Rose,1986-12-19,Cines,2h 12min,Aventura,Jean-Jacques Annaud,,4.3,, Francia, Araba Films ,1986-01-01,20000000,Inglés
Le Nom de la Rose,1986-12-19,Cines,2h 12min,Crimen,Jean-Jacques Annaud,,4.3,, Francia, Araba Films ,1986-01-01,20000000,Inglés
Le Nom de la Rose,1986-12-19,Cines,2h 12min,Drama,Jean-Jacques Annaud,,4.3,, Francia, Araba Films ,1986-01-01,20000000,Inglés
Le Nom de la Rose,1986-12-19,Cines,2h 12min,Suspense,Jean-Jacques Annaud,,4.3,, Francia, Araba Films ,1986-01-01,20000000,Inglés
La sociedad de la nieve,2023-12-15,Cines,2h 24min,Drama,Juan Antonio Bayona,4.0,4.3,4.5, España, Tripictures ,2023-01-01,0,Inglés
La sociedad de la nieve,2023-12-15,Cines,2h 24min,Suspense,Juan Antonio Bayona,4.0,4.3,4.5, España, Tripictures ,2023-01-01,0,Inglés
Paths of Glory,1986-10-13,Cines,1h 28min,Drama,Stanley Kubrick,4.3,4.3,, EE.UU.,,1957-01-01,935000,Inglés
Paths of Glory,1986-10-13,Cines,1h 28min,Guerra,Stanley Kubrick,4.3,4.3,, EE.UU.,,1957-01-01,935000,Inglés
Five Feet Apart,2019-09-13,Cines,1h 57min,Drama,Justin Baldoni,2.7,4.3,, EE.UU., Universal Pictures International Spain ,2019-01-01,0,Inglés
Five Feet Apart,2019-09-13,Cines,1h 57min,Romántico,Justin Baldoni,2.7,4.3,, EE.UU., Universal Pictures International Spain ,2019-01-01,0,Inglés
Bram Stoker's Dracula,1993-01-15,Cines,2h 08min,Drama,Francis Ford Coppola,3.8,4.3,3.5, EE.UU., Sony Pictures Releasing de España ,1992-01-01,0,Inglés
Bram Stoker's Dracula,1993-01-15,Cines,2h 08min,Terror,Francis Ford Coppola,3.8,4.3,3.5, EE.UU., Sony Pictures Releasing de España ,1992-01-01,0,Inglés
Bram Stoker's Dracula,1993-01-15,Cines,2h 08min,Romántico,Francis Ford Coppola,3.8,4.3,3.5, EE.UU., Sony Pictures Releasing de España ,1992-01-01,0,Inglés
How To Train Your Dragon: The Hidden World,2019-02-22,Cines,1h 44min,Aventura,Dean DeBlois,3.7,4.3,3.0, EE.UU., Universal Pictures International Spain ,2019-01-01,0,Inglés
How To Train Your Dragon: The Hidden World,2019-02-22,Cines,1h 44min,Animación,Dean DeBlois,3.7,4.3,3.0, EE.UU., Universal Pictures International Spain ,2019-01-01,0,Inglés
How To Train Your Dragon: The Hidden World,2019-02-22,Cines,1h 44min,Familia,Dean DeBlois,3.7,4.3,3.0, EE.UU., Universal Pictures International Spain ,2019-01-01,0,Inglés
Top Gun: Maverick,2022-05-26,Cines,2h 11min,Acción,Joseph Kosinski,4.1,4.3,3.0, EE.UU., Paramount Pictures Spain ,2022-01-01,0,Inglés
Fight Club,1999-11-05,Cines,2h 19min,Drama,David Fincher,3.9,4.3,4.0, Alemania, Twentieth Century Studios España ,1999-01-01,63000000,Inglés
Fight Club,1999-11-05,Cines,2h 19min,Suspense,David Fincher,3.9,4.3,4.0, Alemania, Twentieth Century Studios España ,1999-01-01,63000000,Inglés
Iron Man,2008-04-30,Cines,2h 06min,Acción,Jon Favreau,3.7,4.3,3.0, EE.UU., Sony Pictures Releasing de España ,2008-01-01,75000000,Inglés
Iron Man,2008-04-30,Cines,2h 06min,Ciencia ficción,Jon Favreau,3.7,4.3,3.0, EE.UU., Sony Pictures Releasing de España ,2008-01-01,75000000,Inglés
Legends of the Fall,1995-03-10,Cines,2h 13min,Romántico,Edward Zwick,2.6,4.3,, EE.UU., Columbia TriStar Films de Espana S.A. ,1995-01-01,0,Inglés
Legends of the Fall,1995-03-10,Cines,2h 13min,Guerra,Edward Zwick,2.6,4.3,, EE.UU., Columbia TriStar Films de Espana S.A. ,1995-01-01,0,Inglés
Wonder,2017-12-01,Cines,1h 51min,Drama,Stephen Chbosky,3.5,4.3,, EE.UU., Entertainment One Films Spain ,2017-01-01,0,Inglés
Wonder,2017-12-01,Cines,1h 51min,Familia,Stephen Chbosky,3.5,4.3,, EE.UU., Entertainment One Films Spain ,2017-01-01,0,Inglés
Lady and the Tramp,1957-04-21,Cines,1h 15min,Animación,Hamilton Luske,,4.3,, EE.UU.,,1955-01-01,4000000,Inglés
Lady and the Tramp,1957-04-21,Cines,1h 15min,Animación,Clyde Geronimi,,4.3,, EE.UU.,,1955-01-01,4000000,Inglés
Lady and the Tramp,1957-04-21,Cines,1h 15min,Animación,Wilfred Jackson,,4.3,, EE.UU.,,1955-01-01,4000000,Inglés
Lady and the Tramp,1957-04-21,Cines,1h 15min,Familia,Hamilton Luske,,4.3,, EE.UU.,,1955-01-01,4000000,Inglés
Lady and the Tramp,1957-04-21,Cines,1h 15min,Familia,Clyde Geronimi,,4.3,, EE.UU.,,1955-01-01,4000000,Inglés
Lady and the Tramp,1957-04-21,Cines,1h 15min,Familia,Wilfred Jackson,,4.3,, EE.UU.,,1955-01-01,4000000,Inglés
Lady and the Tramp,1957-04-21,Cines,1h 15min,Comedia musical,Hamilton Luske,,4.3,, EE.UU.,,1955-01-01,4000000,Inglés
Lady and the Tramp,1957-04-21,Cines,1h 15min,Comedia musical,Clyde Geronimi,,4.3,, EE.UU.,,1955-01-01,4000000,Inglés
Lady and the Tramp,1957-04-21,Cines,1h 15min,Comedia musical,Wilfred Jackson,,4.3,, EE.UU.,,1955-01-01,4000000,Inglés
Whiplash,2015-01-16,Cines,1h 47min,Drama,Damien Chazelle,4.2,4.3,4.0, EE.UU., Sony Pictures Releasing de España ,2014-01-01,3300000,Inglés
Whiplash,2015-01-16,Cines,1h 47min,Música,Damien Chazelle,4.2,4.3,4.0, EE.UU., Sony Pictures Releasing de España ,2014-01-01,3300000,Inglés
Aliens,1986-10-30,Cines,2h 17min,Acción,James Cameron,4.3,4.3,, EE.UU.,,1986-01-01,18500000,Inglés
Aliens,1986-10-30,Cines,2h 17min,Ciencia ficción,James Cameron,4.3,4.3,, EE.UU.,,1986-01-01,18500000,Inglés
It's a Wonderful Life,1948-03-27,Cines,2h 09min,Comedia,Frank Capra,4.7,4.3,, EE.UU.,,1946-01-01,2800000,Inglés
It's a Wonderful Life,1948-03-27,Cines,2h 09min,Comedia dramática,Frank Capra,4.7,4.3,, EE.UU.,,1946-01-01,2800000,Inglés
It's a Wonderful Life,1948-03-27,Cines,2h 09min,Drama,Frank Capra,4.7,4.3,, EE.UU.,,1946-01-01,2800000,Inglés
It's a Wonderful Life,1948-03-27,Cines,2h 09min,Fantasía,Frank Capra,4.7,4.3,, EE.UU.,,1946-01-01,2800000,Inglés
Man on Fire,2004-10-08,Cines,2h 26min,Acción,Tony Scott,3.0,4.3,3.5, EE.UU., Twentieth Century Studios España ,2004-01-01,70000000,Inglés
Man on Fire,2004-10-08,Cines,2h 26min,Crimen,Tony Scott,3.0,4.3,3.5, EE.UU., Twentieth Century Studios España ,2004-01-01,70000000,Inglés
Man on Fire,2004-10-08,Cines,2h 26min,Suspense,Tony Scott,3.0,4.3,3.5, EE.UU., Twentieth Century Studios España ,2004-01-01,70000000,Inglés
The Truman Show,1998-10-30,Cines,1h 43min,Comedia,Peter Weir,4.8,4.3,4.5, EE.UU., Universal Pictures International Spain ,1998-01-01,60000000,Inglés
The Truman Show,1998-10-30,Cines,1h 43min,Drama,Peter Weir,4.8,4.3,4.5, EE.UU., Universal Pictures International Spain ,1998-01-01,60000000,Inglés
